URL,Status Code,Final URL/Error Message
https://epa.gov/ttn/chief/webfire/index.html,404,https://www.epa.gov/ttn/chief/webfire/index.html
https://www.epa.gov/oar/oaqps/,404,https://www.epa.gov/oar/oaqps/
https://www.epa.gov/ttn/,404,https://www.epa.gov/node/157175
https://www.epa.gov/ttn/chief/,404,https://www.epa.gov/ttn/chief/
https://epa.gov/ttn/chief/webfire/index.html,404,https://www.epa.gov/ttn/chief/webfire/index.html
https://www.epa.gov/ttn/chief/index.html,404,https://www.epa.gov/ttn/chief/index.html
https://www.epa.gov/ttn/chief/efpac/abefpac.html,404,https://www.epa.gov/ttn/chief/efpac/abefpac.html
https://www.epa.gov/ttn/chief/ap42/index.html,404,https://www.epa.gov/ttn/chief/ap42/index.html
https://www.epa.gov/ttn/chief/efpac/esttools.html,404,https://www.epa.gov/ttn/chief/efpac/esttools.html
https://www.epa.gov/ttn/chief/database/search.html,404,https://www.epa.gov/ttn/chief/database/search.html
https://www.epa.gov/newsroom/rssfeeds.htm,404,https://www.epa.gov/newsroom/rssfeeds.htm
https://www.epa.gov/epahome/podcasts.htm,404,https://www.epa.gov/epahome/podcasts.htm
https://www.epa.gov/newsroom/email_signups.htm,404,https://www.epa.gov/newsroom/email_signups.htm
https://www.epa.gov/epahome/usenotice.htm,404,https://www.epa.gov/epahome/usenotice.htm
https://www.epa.gov/ttn/chief/efpac/comments.html,404,https://www.epa.gov/ttn/chief/efpac/comments.html
https://www.epa.gov/oar/oaqps/,404,https://www.epa.gov/oar/oaqps/
https://www.epa.gov/ttn/,404,https://www.epa.gov/node/157175
https://www.epa.gov/ttn/chief/,404,https://www.epa.gov/ttn/chief/
https://epa.gov/ttn/chief/webfire/index.html,404,https://www.epa.gov/ttn/chief/webfire/index.html
https://www.epa.gov/newsroom/rssfeeds.htm,404,https://www.epa.gov/newsroom/rssfeeds.htm
https://www.epa.gov/epahome/podcasts.htm,404,https://www.epa.gov/epahome/podcasts.htm
https://www.epa.gov/newsroom/email_signups.htm,404,https://www.epa.gov/newsroom/email_signups.htm
https://www.epa.gov/epahome/usenotice.htm,404,https://www.epa.gov/epahome/usenotice.htm
https://www.epa.gov/ttn/chief/efpac/comments.html,404,https://www.epa.gov/ttn/chief/efpac/comments.html
https://www.epa.gov/aboutepa/administrator-gina-mccarthy,404,https://www.epa.gov/aboutepa/administrator-gina-mccarthy
https://www.epa.gov/aboutepa/greenversations,404,https://www.epa.gov/home/greenversations
https://developer.epa.gov/category/apps/,404,https://www.epa.gov/developers/category/apps/
https://developer.epa.gov/category/widgets/,404,https://www.epa.gov/developers/category/widgets/
https://www.epa.gov/aboutepa/administrator-gina-mccarthy,404,https://www.epa.gov/aboutepa/administrator-gina-mccarthy
https://www.epa.gov/labels.rdf,404,https://www.epa.gov/labels.rdf
https://blog.epa.gov/blog/feed/,404,https://www.epa.gov/perspectives/blog/feed/
https://www.epa.gov/epahome/quickfinder.htm,404,https://www.epa.gov/epahome/quickfinder.htm
https://www.epa.gov/search.html,404,https://www.epa.gov/search.html
https://www.epa.gov/ttn/chief/efpac/comments.html,404,https://www.epa.gov/ttn/chief/efpac/comments.html
https://www.epa.gov/ttn/index.html,404,https://www.epa.gov/ttn/index.html
https://www.epa.gov/ttn/chief/index.html,404,https://www.epa.gov/ttn/chief/index.html
https://www.epa.gov/ttn/chief/ap42/index.html,404,https://www.epa.gov/ttn/chief/ap42/index.html
https://epa.gov/ttn/chief/webfire/index.html,404,https://www.epa.gov/ttn/chief/webfire/index.html
https://ogp.me/ns#,404,https://ogp.me/ns/
https://www.epa.gov/newsreleases/search/rss,404,https://www.epa.gov/newsreleases/search/rss
https://blog.epa.gov/blog/feed/,404,https://www.epa.gov/perspectives/blog/feed/
https://ogp.me/ns#,404,https://ogp.me/ns/
https://www.epa.gov/newsreleases/search/rss,404,https://www.epa.gov/newsreleases/search/rss
https://blog.epa.gov/blog/feed/,404,https://www.epa.gov/perspectives/blog/feed/
https://www.epa.gov/newsreleases/search/rss,404,https://www.epa.gov/newsreleases/search/rss
https://blog.epa.gov/blog/feed/,404,https://www.epa.gov/perspectives/blog/feed/
https://blog.epa.gov/blog/feed/,404,https://www.epa.gov/perspectives/blog/feed/
https://www.epa.gov/ttn/index.html,404,https://www.epa.gov/ttn/index.html
https://www.epa.gov/ttn/chief/index.html,404,https://www.epa.gov/ttn/chief/index.html
https://www.epa.gov/ttn/chief/ap42/index.html,404,https://www.epa.gov/ttn/chief/ap42/index.html
https://epa.gov/ttn/chief/webfire/index.html,404,https://www.epa.gov/ttn/chief/webfire/index.html
https://blog.epa.gov/blog/feed/,404,https://www.epa.gov/perspectives/blog/feed/
https://www.epa.gov/ttn/index.html,404,https://www.epa.gov/ttn/index.html
https://www.epa.gov/ttn/chief/index.html,404,https://www.epa.gov/ttn/chief/index.html
https://www.epa.gov/ttn/chief/ap42/index.html,404,https://www.epa.gov/ttn/chief/ap42/index.html
https://epa.gov/ttn/chief/webfire/index.html,404,https://www.epa.gov/ttn/chief/webfire/index.html
https://blog.epa.gov/blog/feed/,404,https://www.epa.gov/perspectives/blog/feed/
https://www.epa.gov/aboutepa/greenversations,404,https://www.epa.gov/home/greenversations
https://developer.epa.gov/category/apps/,404,https://www.epa.gov/developers/category/apps/
https://developer.epa.gov/category/widgets/,404,https://www.epa.gov/developers/category/widgets/
https://blog.epa.gov/blog/feed/,404,https://www.epa.gov/perspectives/blog/feed/
